EXP_GENE,RT_GENE,CORR
ZSCAN10,BTN3A2-rt,0.850440334183
AASS,GGA2-rt,0.850006547822
C12orf56,GGA2-rt,0.850006547822
CAPN11,GGA2-rt,0.850006547822
CHST4,GGA2-rt,0.850006547822
CPNE9,GGA2-rt,0.850006547822
CR2,GGA2-rt,0.850006547822
CYP2S1,GGA2-rt,0.850006547822
DNMT3B,GGA2-rt,0.850006547822
DPPA4,GGA2-rt,0.850006547822
EPHA1,GGA2-rt,0.850006547822
ERVMER34-1,GGA2-rt,0.850006547822
FAM124B,GGA2-rt,0.850006547822
FAM46B,GGA2-rt,0.850006547822
FOXD3,GGA2-rt,0.850006547822
GLS2,GGA2-rt,0.850006547822
HHLA2,GGA2-rt,0.850006547822
HLA-DPB2,GGA2-rt,0.850006547822
HTR3A,GGA2-rt,0.850006547822
IDO1,GGA2-rt,0.850006547822
JARID2,GGA2-rt,0.850006547822
KCND2,GGA2-rt,0.850006547822
LCK,GGA2-rt,0.850006547822
LECT1,GGA2-rt,0.850006547822
POLR3G,GGA2-rt,0.850006547822
PPM1B,GGA2-rt,0.850006547822
PRDM14,GGA2-rt,0.850006547822
RASGRP2,GGA2-rt,0.850006547822
SEMG1,GGA2-rt,0.850006547822
SMPDL3B,GGA2-rt,0.850006547822
SNRPN,GGA2-rt,0.850006547822
UGP2,GGA2-rt,0.850006547822
USP44,GGA2-rt,0.850006547822
VASH2,GGA2-rt,0.850006547822
ZDHHC19,GGA2-rt,0.850006547822
ZNF398,GGA2-rt,0.850006547822
ZSCAN10,GGA2-rt,0.850006547822
AASS,PRDM14-rt,0.81319817916
C12orf56,PRDM14-rt,0.81319817916
CAPN11,PRDM14-rt,0.81319817916
CHST4,PRDM14-rt,0.81319817916
CPNE9,PRDM14-rt,0.81319817916
CR2,PRDM14-rt,0.81319817916
CYP2S1,PRDM14-rt,0.81319817916
DNMT3B,PRDM14-rt,0.81319817916
DPPA4,PRDM14-rt,0.81319817916
EPHA1,PRDM14-rt,0.81319817916
ERVMER34-1,PRDM14-rt,0.81319817916
FAM124B,PRDM14-rt,0.81319817916
FAM46B,PRDM14-rt,0.81319817916
FOXD3,PRDM14-rt,0.81319817916
GLS2,PRDM14-rt,0.81319817916
HHLA2,PRDM14-rt,0.81319817916
HLA-DPB2,PRDM14-rt,0.81319817916
HTR3A,PRDM14-rt,0.81319817916
IDO1,PRDM14-rt,0.81319817916
JARID2,PRDM14-rt,0.81319817916
KCND2,PRDM14-rt,0.81319817916
LCK,PRDM14-rt,0.81319817916
LECT1,PRDM14-rt,0.81319817916
POLR3G,PRDM14-rt,0.81319817916
PPM1B,PRDM14-rt,0.81319817916
PRDM14,PRDM14-rt,0.81319817916
RASGRP2,PRDM14-rt,0.81319817916
SEMG1,PRDM14-rt,0.81319817916
SMPDL3B,PRDM14-rt,0.81319817916
SNRPN,PRDM14-rt,0.81319817916
UGP2,PRDM14-rt,0.81319817916
USP44,PRDM14-rt,0.81319817916
VASH2,PRDM14-rt,0.81319817916
ZDHHC19,PRDM14-rt,0.81319817916
ZNF398,PRDM14-rt,0.81319817916
ZSCAN10,PRDM14-rt,0.81319817916
AASS,IPW-rt,0.90866158041
C12orf56,IPW-rt,0.90866158041
CAPN11,IPW-rt,0.90866158041
CHST4,IPW-rt,0.90866158041
CPNE9,IPW-rt,0.90866158041
CR2,IPW-rt,0.90866158041
CYP2S1,IPW-rt,0.90866158041
DNMT3B,IPW-rt,0.90866158041
DPPA4,IPW-rt,0.90866158041
EPHA1,IPW-rt,0.90866158041
ERVMER34-1,IPW-rt,0.90866158041
FAM124B,IPW-rt,0.90866158041
FAM46B,IPW-rt,0.90866158041
FOXD3,IPW-rt,0.90866158041
GLS2,IPW-rt,0.90866158041
HHLA2,IPW-rt,0.90866158041
HLA-DPB2,IPW-rt,0.90866158041
HTR3A,IPW-rt,0.90866158041
IDO1,IPW-rt,0.90866158041
JARID2,IPW-rt,0.90866158041
KCND2,IPW-rt,0.90866158041
LCK,IPW-rt,0.90866158041
LECT1,IPW-rt,0.90866158041
POLR3G,IPW-rt,0.90866158041
PPM1B,IPW-rt,0.90866158041
PRDM14,IPW-rt,0.90866158041
RASGRP2,IPW-rt,0.90866158041
SEMG1,IPW-rt,0.90866158041
SMPDL3B,IPW-rt,0.90866158041
SNRPN,IPW-rt,0.90866158041
UGP2,IPW-rt,0.90866158041
USP44,IPW-rt,0.90866158041
VASH2,IPW-rt,0.90866158041
ZDHHC19,IPW-rt,0.90866158041
ZNF398,IPW-rt,0.90866158041
ZSCAN10,IPW-rt,0.90866158041
AASS,CHP2-rt,0.866221196222
C12orf56,CHP2-rt,0.866221196222
CAPN11,CHP2-rt,0.866221196222
CHST4,CHP2-rt,0.866221196222
CPNE9,CHP2-rt,0.866221196222
CR2,CHP2-rt,0.866221196222
CYP2S1,CHP2-rt,0.866221196222
DNMT3B,CHP2-rt,0.866221196222
DPPA4,CHP2-rt,0.866221196222
EPHA1,CHP2-rt,0.866221196222
ERVMER34-1,CHP2-rt,0.866221196222
FAM124B,CHP2-rt,0.866221196222
FAM46B,CHP2-rt,0.866221196222
FOXD3,CHP2-rt,0.866221196222
GLS2,CHP2-rt,0.866221196222
HHLA2,CHP2-rt,0.866221196222
HLA-DPB2,CHP2-rt,0.866221196222
HTR3A,CHP2-rt,0.866221196222
IDO1,CHP2-rt,0.866221196222
JARID2,CHP2-rt,0.866221196222
KCND2,CHP2-rt,0.866221196222
LCK,CHP2-rt,0.866221196222
LECT1,CHP2-rt,0.866221196222
POLR3G,CHP2-rt,0.866221196222
PPM1B,CHP2-rt,0.866221196222
PRDM14,CHP2-rt,0.866221196222
RASGRP2,CHP2-rt,0.866221196222
SEMG1,CHP2-rt,0.866221196222
SMPDL3B,CHP2-rt,0.866221196222
SNRPN,CHP2-rt,0.866221196222
UGP2,CHP2-rt,0.866221196222
USP44,CHP2-rt,0.866221196222
VASH2,CHP2-rt,0.866221196222
ZDHHC19,CHP2-rt,0.866221196222
ZNF398,CHP2-rt,0.866221196222
ZSCAN10,CHP2-rt,0.866221196222
AASS,ZNF204P-rt,0.846445147294
C12orf56,ZNF204P-rt,0.846445147294
CAPN11,ZNF204P-rt,0.846445147294
CHST4,ZNF204P-rt,0.846445147294
CPNE9,ZNF204P-rt,0.846445147294
CR2,ZNF204P-rt,0.846445147294
CYP2S1,ZNF204P-rt,0.846445147294
DNMT3B,ZNF204P-rt,0.846445147294
