EXP_GENE,RT_GENE,CORR
ABCC8,FAM69C-rt,0.867294118409
ACOT7,FAM69C-rt,0.867294118409
ANKS1B,FAM69C-rt,0.867294118409
ASCL2,FAM69C-rt,0.867294118409
C11orf87,FAM69C-rt,0.867294118409
CAMK2B,FAM69C-rt,0.867294118409
CELA3A,FAM69C-rt,0.867294118409
CHGA,FAM69C-rt,0.867294118409
CLEC4G,FAM69C-rt,0.867294118409
CLPS,FAM69C-rt,0.867294118409
CNGA3,FAM69C-rt,0.867294118409
COL28A1,FAM69C-rt,0.867294118409
CRH,FAM69C-rt,0.867294118409
CRYBA2,FAM69C-rt,0.867294118409
E2F6,FAM69C-rt,0.867294118409
ELF1,FAM69C-rt,0.867294118409
ERO1LB,FAM69C-rt,0.867294118409
FEV,FAM69C-rt,0.867294118409
FFAR2,FAM69C-rt,0.867294118409
FGF14,FAM69C-rt,0.867294118409
FOXA2,FAM69C-rt,0.867294118409
FSTL5,FAM69C-rt,0.867294118409
GAD2,FAM69C-rt,0.867294118409
GALR1,FAM69C-rt,0.867294118409
GCH1,FAM69C-rt,0.867294118409
GFRA3,FAM69C-rt,0.867294118409
GUCA2B,FAM69C-rt,0.867294118409
HEY1,FAM69C-rt,0.867294118409
HSBP1,FAM69C-rt,0.867294118409
INS,FAM69C-rt,0.867294118409
INSM1,FAM69C-rt,0.867294118409
IRF2BP2,FAM69C-rt,0.867294118409
IRF8,FAM69C-rt,0.867294118409
KCNH3,FAM69C-rt,0.867294118409
KCNJ6,FAM69C-rt,0.867294118409
KCNK16,FAM69C-rt,0.867294118409
KCNK17,FAM69C-rt,0.867294118409
KIF19,FAM69C-rt,0.867294118409
KIRREL2,FAM69C-rt,0.867294118409
KLHDC2,FAM69C-rt,0.867294118409
LBX2,FAM69C-rt,0.867294118409
LIG4,FAM69C-rt,0.867294118409
LINC00607,FAM69C-rt,0.867294118409
LMO3,FAM69C-rt,0.867294118409
MAFB,FAM69C-rt,0.867294118409
MECOM,FAM69C-rt,0.867294118409
MEIS1,FAM69C-rt,0.867294118409
MIR7-3HG,FAM69C-rt,0.867294118409
MLXIPL,FAM69C-rt,0.867294118409
MNX1,FAM69C-rt,0.867294118409
MORF4L1,FAM69C-rt,0.867294118409
MSMB,FAM69C-rt,0.867294118409
MZF1,FAM69C-rt,0.867294118409
NDFIP1,FAM69C-rt,0.867294118409
NEUROD1,FAM69C-rt,0.867294118409
NEUROG3,FAM69C-rt,0.867294118409
NFE2,FAM69C-rt,0.867294118409
NKX2-2,FAM69C-rt,0.867294118409
NKX6-2,FAM69C-rt,0.867294118409
NPHS1,FAM69C-rt,0.867294118409
NR5A2,FAM69C-rt,0.867294118409
ONECUT1,FAM69C-rt,0.867294118409
ONECUT2,FAM69C-rt,0.867294118409
